550 0.12
555 0.95
560	10.36
565	28.81
570	47.20
575	59.57
580	69.98
585	74.68
590	78.53
595	80.2
600	78.15
605	81.09
610	80.04
615	78.05
620	77.5
625	77.73
630	73.01
635	73.05
640	72.14
645	71.26
650	68.23
655	66.96
660	65.7
665	62.18
670	60.99
675	59.07
680	57.35
685	58.34
690	52.31
695	49.67
700	46.79
705	43.42
710	42.65
715	40.06
720	37.87
725	37.13
730	30.00
735	27.95
740	28.38
745	26.91
750	25.19
755	23.33
760	21.67
765	20.26
770	18.25
775	16.37
780	14.90
785	13.42
790	12.14
795	11.05
800	10.14
805	9.2
810	8.25
815	7.33
820	5.63
825	5.52
830	5.15
835	4.58
840	3.85
845	3.64
850	3.26
855	2.71
860	2.38
865	2.01
870	1.82
875	1.66
880	1.33
885	1.17
890	0.93
895	0.85
900	0.72
905	0.57
910	0.51
