/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1000.xml 7.79859e-07 8.55030e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1001.xml 7.60833e-07 9.60709e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1002.xml 7.29660e-07 9.12817e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1003.xml 8.47667e-07 1.09418e-09
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1004.xml 7.68876e-07 8.09858e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1005.xml 8.86189e-07 1.01756e-09
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1006.xml 8.14907e-07 6.80112e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1007.xml 7.95029e-07 8.64031e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1008.xml 7.93336e-07 9.26784e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1009.xml 8.14589e-07 9.08851e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1010.xml 8.67239e-07 9.15694e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1011.xml 7.97350e-07 7.69482e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1012.xml 8.72897e-07 9.44083e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1013.xml 8.12105e-07 7.62989e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1014.xml 8.29408e-07 9.22104e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1015.xml 8.24493e-07 8.57440e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1016.xml 8.83374e-07 8.72736e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1017.xml 9.25084e-07 7.70609e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1018.xml 8.97541e-07 6.40830e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1019.xml 1.04297e-06 7.56346e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1020.xml 9.18499e-07 3.07762e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1021.xml 9.07968e-07 6.41550e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1022.xml 8.07467e-07 6.81324e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1023.xml 7.82435e-07 8.66616e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1024.xml 7.83878e-07 9.60151e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1025.xml 8.94635e-07 9.61074e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1026.xml 8.47692e-07 7.16015e-10
/data/nas/CTIO_0p9m/temp_oct17_data/20171001_night_cbp_obs/cbp_1027.xml 7.70982e-07 8.20391e-10
