cbp_004 1.10215e-07 1.06448e-09
cbp_1002 7.29660e-07 9.12817e-10
cbp_1003 8.47667e-07 1.09418e-09
cbp_1006 8.14907e-07 6.80112e-10
cbp_1008 7.93336e-07 9.26784e-10
cbp_1009 8.14589e-07 9.08851e-10
cbp_1010 8.67239e-07 9.15694e-10
cbp_1011 7.97350e-07 7.69482e-10
cbp_1014 8.29408e-07 9.22104e-10
cbp_1015 8.24493e-07 8.57440e-10
cbp_1020 9.18499e-07 3.07762e-10
cbp_1021 9.07968e-07 6.41550e-10
cbp_1024 7.83878e-07 9.60151e-10
cbp_1025 8.94635e-07 9.61074e-10
cbp_1032 8.11721e-07 9.38539e-10
cbp_1036 7.56065e-07 8.78376e-10
cbp_1038 8.11631e-07 1.00490e-09
cbp_1040 7.41695e-07 9.56668e-10
cbp_1041 8.09288e-07 1.09688e-09
cbp_1042 8.36546e-07 9.04546e-10
cbp_1043 8.16175e-07 8.80403e-10
cbp_1044 8.26264e-07 9.33271e-10
cbp_1046 8.31500e-07 9.79505e-10
cbp_1047 9.13146e-07 8.82695e-10
cbp_1048 8.63362e-07 6.79613e-10
cbp_1051 2.35681e-08 9.25005e-12
cbp_1056 3.86388e-07 3.59957e-10
cbp_1059 9.06194e-07 1.01808e-09
cbp_1060 1.17045e-06 1.23032e-09
cbp_20171002_005 1.06199e-07 1.03245e-09
cbp_756 5.81453e-07 7.79038e-11
cbp_757 5.80477e-07 1.18834e-10
cbp_760 5.91982e-07 1.13245e-10
cbp_763 5.39718e-07 8.11016e-11
cbp_764 5.88122e-07 6.98842e-11
cbp_766 5.29250e-07 6.91368e-11
cbp_767 6.09772e-07 5.40020e-11
cbp_768 6.00844e-07 9.16573e-11
cbp_770 5.50921e-07 8.05470e-11
cbp_771 6.02210e-07 5.98062e-11
cbp_773 5.48132e-07 6.88253e-11
cbp_777 5.64658e-07 5.00954e-11
cbp_779 5.30791e-07 6.54140e-11
cbp_780 6.13791e-07 5.32040e-11
cbp_782 5.38309e-07 4.91154e-11
cbp_783 5.72150e-07 3.93690e-11
cbp_784 5.03231e-07 5.19698e-11
cbp_788 5.43315e-07 6.59417e-11
cbp_789 5.27223e-07 5.49270e-11
cbp_790 5.22052e-07 4.20176e-11
cbp_792 5.57562e-07 2.18053e-11
cbp_793 5.78920e-07 5.39294e-11
cbp_796 5.77810e-07 4.78840e-11
cbp_799 5.49557e-07 5.63069e-11
cbp_801 5.52227e-07 4.72090e-11
cbp_901 8.35860e-07 6.08914e-10
cbp_902 8.53771e-07 7.94145e-10
cbp_903 8.60335e-07 7.07909e-10
cbp_904 8.68069e-07 7.29967e-10
cbp_905 9.06842e-07 6.93422e-10
cbp_907 7.93499e-07 8.52150e-10
cbp_909 7.89934e-07 6.13450e-10
cbp_910 8.35633e-07 8.82984e-10
cbp_912 8.40000e-07 7.94505e-10
cbp_915 9.73931e-07 6.30174e-10
cbp_918 9.38651e-07 4.99328e-10
cbp_921 9.19985e-07 5.47583e-10
cbp_922 9.12062e-07 5.57675e-10
cbp_926 8.03718e-07 7.02797e-10
cbp_927 8.67602e-07 8.31664e-10
cbp_931 8.61244e-07 4.49546e-10
cbp_933 8.52917e-07 7.00244e-10
cbp_935 7.95383e-07 7.08936e-10
cbp_937 8.11957e-07 9.38660e-10
cbp_938 7.65898e-07 8.41002e-10
cbp_939 7.85290e-07 1.00263e-09
cbp_940 7.34302e-07 9.66201e-10
cbp_941 7.70681e-07 1.02907e-09
cbp_942 8.09393e-07 9.76378e-10
cbp_944 8.17434e-07 1.00727e-09
cbp_945 7.84447e-07 8.87686e-10
cbp_948 1.01898e-06 6.07111e-10
cbp_950 8.46173e-07 7.48751e-10
cbp_952 7.78861e-07 7.53011e-10
cbp_953 8.85858e-07 9.59054e-10
cbp_954 8.57802e-07 6.87922e-10
cbp_955 8.41716e-07 6.90988e-10
cbp_956 8.17009e-07 7.63605e-10
cbp_958 8.29134e-07 1.05702e-09
cbp_960 9.33109e-07 7.57296e-10
cbp_963 8.52984e-07 8.33744e-10
cbp_964 8.36646e-07 7.25101e-10
cbp_968 8.87541e-07 7.94053e-10
cbp_969 9.66890e-07 7.45144e-10
cbp_971 8.58374e-07 7.46928e-10
cbp_972 8.84253e-07 7.58117e-10
cbp_975 1.00037e-06 8.22386e-10
cbp_976 7.95055e-07 4.55177e-10
cbp_977 8.29453e-07 9.09961e-10
cbp_978 8.25827e-07 8.41857e-10
cbp_981 7.72057e-07 1.07842e-09
cbp_982 7.67074e-07 1.02279e-09
cbp_986 7.89503e-07 9.48137e-10
cbp_988 8.96273e-07 8.12158e-10
cbp_989 7.95849e-07 6.81412e-10
cbp_990 7.29339e-07 8.94777e-10
cbp_993 8.12725e-07 9.59060e-10
cbp_995 8.65756e-07 6.65132e-10
cbp_999 8.20321e-07 8.88660e-10
cbp_759 5.92133e-07 6.48557e-11
cbp_1019 1.04297e-06 7.56346e-10
cbp_762 5.78716e-07 8.61531e-11
cbp_1054 2.00122e-07 9.54155e-11
cbp_002 1.08687e-07 1.18740e-09
cbp_943 7.46610e-07 8.67539e-10
cbp_765 5.63882e-07 8.44579e-11
cbp_805 5.25633e-07 2.69692e-11
cbp_1028 7.52485e-07 9.85940e-10
cbp_1022 8.07467e-07 6.81324e-10
cbp_769 5.85154e-07 8.92306e-11
cbp_804 4.89135e-07 3.94627e-11
cbp_772 5.70883e-07 8.32588e-11
cbp_928 8.44053e-07 7.40634e-10
cbp_911 8.27034e-07 8.13478e-10
cbp_924 8.74695e-07 7.70766e-10
cbp_803 5.24673e-07 4.99469e-11
cbp_1050 9.59061e-09 1.02818e-11
cbp_003 1.09516e-07 1.05436e-09
cbp_1000 7.79859e-07 8.55030e-10
cbp_936 8.00369e-07 9.35429e-10
cbp_1058 8.50853e-07 1.27259e-09
cbp_961 8.72698e-07 5.24286e-10
cbp_967 8.46921e-07 6.45362e-10
cbp_1023 7.82435e-07 8.66616e-10
cbp_758 5.31759e-07 8.73430e-11
cbp_917 9.68980e-07 6.54362e-10
cbp_923 8.42791e-07 6.09133e-10
cbp_970 8.70126e-07 5.33267e-10
cbp_916 8.84960e-07 4.32856e-10
cbp_1031 7.97229e-07 9.58023e-10
cbp_985 7.66899e-07 1.04095e-09
cbp_781 5.27504e-07 8.39356e-11
cbp_951 8.52592e-07 8.14622e-10
cbp_974 8.42538e-07 8.70545e-10
cbp_786 5.53941e-07 5.20913e-11
cbp_979 7.87189e-07 8.54632e-10
cbp_802 5.69725e-07 5.05805e-11
cbp_20171002_007 5.72660e-08 5.12596e-10
cbp_775 5.72311e-07 6.05666e-11
cbp_908 8.93059e-07 8.72875e-10
