cbp_551 1.03649e-07 7.78090e-12
cbp_552 1.03649e-07 7.78090e-12
cbp_553 1.03649e-07 7.78090e-12
cbp_554 1.03649e-07 7.78090e-12
cbp_555 1.03649e-07 7.78090e-12
cbp_556 1.03649e-07 7.78090e-12
cbp_557 1.03649e-07 7.78090e-12
cbp_558 1.03649e-07 7.78090e-12
cbp_559 1.03649e-07 7.78090e-12
cbp_560 1.03649e-07 7.78090e-12
cbp_561 1.03649e-07 7.78090e-12
cbp_562 1.03649e-07 7.78090e-12
cbp_563 1.03649e-07 7.78090e-12
cbp_564 1.03649e-07 7.78090e-12
cbp_565 1.03649e-07 7.78090e-12
cbp_566 1.03649e-07 7.78090e-12
cbp_567 1.03649e-07 7.78090e-12
cbp_568 1.03649e-07 7.78090e-12
cbp_569 1.03649e-07 7.78090e-12
cbp_570 1.03649e-07 7.78090e-12
cbp_571 1.03649e-07 7.78090e-12
cbp_572 1.03649e-07 7.78090e-12
cbp_573 1.03649e-07 7.78090e-12
cbp_574 1.03649e-07 7.78090e-12
cbp_575 1.03649e-07 7.78090e-12
cbp_576 1.03649e-07 7.78090e-12
cbp_668 1.03649e-07 7.78090e-12
cbp_669 1.03649e-07 7.78090e-12
cbp_670 1.03649e-07 7.78090e-12
cbp_671 1.03649e-07 7.78090e-12
cbp_672 1.03649e-07 7.78090e-12
cbp_673 1.03649e-07 7.78090e-12
cbp_674 1.03649e-07 7.78090e-12
cbp_675 1.03649e-07 7.78090e-12
cbp_676 1.03649e-07 7.78090e-12
cbp_677 1.03649e-07 7.78090e-12
cbp_678 1.03649e-07 7.78090e-12
cbp_679 1.03649e-07 7.78090e-12
cbp_680 1.03649e-07 7.78090e-12
cbp_681 1.03649e-07 7.78090e-12
cbp_682 1.03649e-07 7.78090e-12
cbp_683 1.03649e-07 7.78090e-12
cbp_684 1.03649e-07 7.78090e-12
cbp_685 1.03649e-07 7.78090e-12
cbp_686 1.03649e-07 7.78090e-12
cbp_687 1.03649e-07 7.78090e-12
cbp_688 1.03649e-07 7.78090e-12
cbp_689 1.03649e-07 7.78090e-12
cbp_690 1.03649e-07 7.78090e-12
cbp_691 1.03649e-07 7.78090e-12
cbp_692 1.03649e-07 7.78090e-12
cbp_693 1.03649e-07 7.78090e-12
cbp_694 1.03649e-07 7.78090e-12
cbp_695 1.03649e-07 7.78090e-12
cbp_696 1.03649e-07 7.78090e-12
cbp_697 1.03649e-07 7.78090e-12
cbp_698 1.03649e-07 7.78090e-12
cbp_699 1.03649e-07 7.78090e-12
cbp_700 1.03649e-07 7.78090e-12
cbp_701 1.03649e-07 7.78090e-12
cbp_702 1.03649e-07 7.78090e-12
cbp_703 1.03649e-07 7.78090e-12
cbp_704 1.03649e-07 7.78090e-12
cbp_705 1.03649e-07 7.78090e-12
cbp_706 1.03649e-07 7.78090e-12
cbp_707 1.03649e-07 7.78090e-12
cbp_708 1.03649e-07 7.78090e-12
cbp_709 1.03649e-07 7.78090e-12
cbp_710 1.03649e-07 7.78090e-12
cbp_711 1.03649e-07 7.78090e-12
cbp_712 1.03649e-07 7.78090e-12
cbp_713 1.03649e-07 7.78090e-12
cbp_714 1.03649e-07 7.78090e-12
cbp_715 1.03649e-07 7.78090e-12
cbp_716 1.03649e-07 7.78090e-12
cbp_722 0.00000e+00 0.00000e+00
cbp_723 0.00000e+00 0.00000e+00
