cbp_20171002_008 5.30328e-08 5.71899e-10
cbp_20171002_040 5.43129e-08 6.11617e-10
cbp_20171002_050 5.26085e-08 6.01712e-10
cbp_20171002_055 5.39873e-08 5.95051e-10
cbp_20171002_070 4.29784e-10 1.38962e-09
cbp_20171002_073 2.64161e-08 1.16057e-10
cbp_20171002_079 3.84039e-08 4.61164e-10
cbp_20171002_085 2.54198e-08 2.68821e-09
cbp_20171002_090 3.08165e-10 2.79510e-09
cbp_20171002_105 3.58279e-08 6.75834e-10
cbp_20171002_112 2.39863e-08 2.95770e-10
cbp_20171002_113 2.49336e-08 2.77732e-10
cbp_20171002_115 1.54909e-08 2.43867e-10
cbp_20171002_116 4.79181e-09 2.15952e-10
cbp_20171002_135 1.90563e-08 1.03346e-10
cbp_20171002_136 1.42256e-08 7.81505e-11
cbp_20171002_140 9.14521e-09 8.11747e-11
cbp_20171002_148 8.72273e-09 7.78957e-11
cbp_20171002_149 7.99593e-09 8.13612e-11
cbp_20171002_157 1.04024e-08 7.94508e-11
cbp_20171002_161 1.46792e-08 8.09057e-11
cbp_20171002_196 1.07955e-08 7.95930e-11
cbp_20171002_198 1.13388e-08 8.13352e-11
cbp_20171002_199 1.07480e-08 8.06367e-11
cbp_20171002_202 3.24785e-09 8.14066e-11
cbp_20171002_229 7.04593e-09 3.53912e-09
cbp_20171002_230 3.52359e-09 2.76984e-09
cbp_20171002_241 1.83504e-08 2.82627e-10
cbp_20171002_267 9.98095e-09 7.47713e-11
cbp_20171002_295 6.93879e-09 7.41589e-11
cbp_20171002_298 4.92568e-09 7.77777e-11
cbp_20171002_312 8.59039e-09 7.42542e-11
cbp_20171002_314 7.88832e-09 7.41697e-11
cbp_20171002_315 8.87971e-09 7.31965e-11
cbp_20171002_328 7.31890e-09 7.30733e-11
cbp_20171002_334 6.77404e-09 7.53147e-11
cbp_20171002_341 4.38856e-09 9.67089e-11
cbp_20171002_353 7.73135e-09 9.39649e-11
cbp_20171002_354 9.21871e-09 1.12349e-10
cbp_20171002_358 2.78267e-08 4.62811e-09
cbp_20171002_389 3.49810e-09 1.39227e-11
cbp_20171002_390 4.49767e-09 1.36516e-11
cbp_20171002_406 3.68598e-09 1.28277e-11
cbp_20171002_418 2.66516e-09 1.29371e-11
cbp_20171002_429 1.43939e-09 1.37023e-11
cbp_20171002_430 2.90661e-09 1.38633e-11
cbp_20171002_447 1.50760e-09 1.34419e-11
cbp_20171002_448 4.20820e-09 3.41443e-11
cbp_20171002_453 4.36213e-09 3.53862e-11
cbp_20171002_454 4.18802e-09 3.35161e-11
cbp_20171002_458 2.83633e-09 3.49124e-11
cbp_20171002_468 5.78910e-10 4.86182e-11
cbp_20171002_471 4.33799e-09 4.78384e-11
