8.05000e+02 1.59894e-04 9.80115e-05
8.10000e+02 1.60906e-03 8.36206e-05
8.15000e+02 2.09657e-03 1.97958e-04
8.20000e+02 2.15940e-03 7.36003e-05
8.25000e+02 1.96120e-03 1.05918e-04
8.30000e+02 2.03316e-03 5.78617e-05
8.35000e+02 3.35690e-03 9.79017e-05
8.40000e+02 2.79412e-03 4.97969e-05
8.45000e+02 4.07877e-03 9.48939e-05
8.50000e+02 4.47003e-03 1.16830e-04
8.55000e+02 4.19149e-03 1.27742e-04
8.60000e+02 4.25163e-03 5.87286e-05
8.65000e+02 3.83737e-03 8.72586e-05
8.70000e+02 3.16742e-03 5.91917e-05
8.75000e+02 2.29484e-03 1.11333e-04
8.80000e+02 3.01677e-03 9.58594e-05
8.85000e+02 3.81488e-03 1.01300e-04
8.90000e+02 4.25077e-03 9.52760e-05
8.95000e+02 4.62223e-03 7.73279e-05
9.00000e+02 3.59033e-03 7.65927e-05
9.05000e+02 3.23446e-03 4.81412e-05
9.10000e+02 3.88460e-03 1.15219e-04
9.15000e+02 2.99516e-03 1.18820e-04
9.20000e+02 3.28191e-03 9.79880e-05
9.25000e+02 3.07692e-03 1.38031e-04
9.30000e+02 1.85744e-03 9.07489e-05
9.35000e+02 8.25598e-04 8.49882e-05
9.40000e+02 2.01489e-03 1.26756e-04
9.45000e+02 2.13267e-03 7.89428e-05
9.50000e+02 1.97916e-03 1.18300e-04
9.55000e+02 1.56495e-03 1.12295e-04
9.60000e+02 5.14129e-04 1.11328e-04
9.65000e+02 1.46799e-03 7.38180e-05
9.70000e+02 3.46961e-03 1.99380e-04
9.75000e+02 5.40088e-03 7.37201e-05
9.80000e+02 7.08272e-03 1.04808e-04
9.85000e+02 3.87959e-03 1.74939e-03
9.90000e+02 2.54168e-03 5.25770e-05
9.95000e+02 3.03508e-03 7.14831e-04
1.00000e+03 3.78410e-03 1.02548e-03
