4.00000e+02 2.62548e-03 1.34921e-03
4.05000e+02 2.11209e-03 1.22161e-04
4.10000e+02 1.88839e-03 7.29031e-05
4.15000e+02 1.73281e-03 1.05380e-04
4.20000e+02 1.61970e-03 1.14150e-04
4.25000e+02 1.41113e-03 1.49036e-04
4.30000e+02 1.31288e-03 1.13264e-04
4.35000e+02 1.31879e-03 9.45208e-05
4.40000e+02 1.37582e-03 7.73205e-05
4.45000e+02 1.28305e-03 8.61693e-05
4.50000e+02 1.09608e-03 6.04402e-05
4.55000e+02 9.83074e-04 6.24236e-05
4.60000e+02 1.05070e-03 6.10624e-05
4.65000e+02 1.03489e-03 6.56867e-05
4.70000e+02 9.64882e-04 8.16011e-05
4.75000e+02 9.47440e-04 9.11636e-05
4.80000e+02 1.02231e-03 9.36053e-05
4.85000e+02 9.47124e-04 1.18999e-04
4.90000e+02 9.14448e-04 6.83369e-05
4.95000e+02 9.62882e-04 7.00487e-05
5.00000e+02 9.59780e-04 1.14237e-04
5.05000e+02 8.90403e-04 8.41371e-05
5.10000e+02 9.24821e-04 1.19462e-04
5.15000e+02 9.17716e-04 1.01344e-04
5.20000e+02 1.03455e-03 1.20815e-04
5.25000e+02 1.02001e-03 9.78896e-05
5.30000e+02 9.56289e-04 7.98158e-05
5.35000e+02 6.98787e-04 5.64439e-05
5.40000e+02 9.17073e-04 7.85320e-05
5.45000e+02 6.92690e-04 1.65334e-04
5.50000e+02 7.59060e-04 1.04377e-04
5.55000e+02 8.89630e-04 9.39444e-05
5.60000e+02 8.13205e-04 7.40621e-05
5.65000e+02 8.37230e-04 1.37025e-04
5.70000e+02 9.64253e-04 1.76757e-04
5.75000e+02 1.09535e-03 9.63414e-05
5.80000e+02 1.04258e-03 8.89917e-05
5.85000e+02 1.36628e-03 7.19093e-05
5.90000e+02 1.20813e-03 7.23932e-05
5.95000e+02 1.07970e-03 1.05656e-04
6.00000e+02 1.13209e-03 1.06372e-04
6.05000e+02 1.09962e-03 8.94268e-05
6.10000e+02 9.95164e-04 1.24214e-04
6.15000e+02 1.09275e-03 8.58857e-05
6.20000e+02 1.34120e-03 6.84392e-05
6.25000e+02 1.06532e-03 9.19184e-05
6.30000e+02 1.14782e-03 1.03372e-04
6.35000e+02 1.23095e-03 1.02678e-04
6.40000e+02 1.42053e-03 7.62750e-05
6.45000e+02 1.27588e-03 9.68824e-05
6.50000e+02 1.39230e-03 8.71301e-05
6.55000e+02 1.42359e-03 8.16071e-05
6.60000e+02 1.63543e-03 1.40117e-04
6.65000e+02 1.44384e-03 6.78158e-05
6.70000e+02 1.61542e-03 8.30171e-05
6.75000e+02 1.56885e-03 7.89282e-05
6.80000e+02 1.45077e-03 1.19996e-04
6.85000e+02 1.63644e-03 1.59103e-04
6.90000e+02 1.60470e-03 1.17329e-04
6.95000e+02 1.51293e-03 7.62816e-05
7.00000e+02 1.61369e-03 1.26419e-04
7.05000e+02 1.80370e-03 9.56567e-05
7.10000e+02 1.71839e-03 1.06555e-04
7.15000e+02 1.59785e-03 1.04492e-04
7.20000e+02 1.71465e-03 1.13544e-04
7.25000e+02 1.44858e-03 5.98985e-05
7.30000e+02 1.24780e-03 6.90191e-05
7.35000e+02 9.97092e-04 1.14370e-04
7.40000e+02 6.89408e-04 1.53837e-04
7.45000e+02 7.22842e-04 6.74481e-05
7.50000e+02 2.27879e-04 1.03060e-04
7.55000e+02 1.29747e-04 8.15450e-05
7.60000e+02 1.77678e-04 7.85955e-05
7.65000e+02 1.48647e-05 7.20502e-05
7.70000e+02 6.59102e-04 6.94602e-05
7.75000e+02 4.68811e-04 1.09087e-04
7.80000e+02 1.34185e-03 1.20034e-04
7.85000e+02 1.53864e-03 8.13220e-05
7.90000e+02 1.65698e-03 8.32916e-05
7.95000e+02 1.61160e-03 9.00328e-05
8.00000e+02 8.46478e-04 9.93517e-05
