6.511413336828499041e+02 -1.725818037613935244e-03
6.541338034909506405e+02 -3.012512545919492947e-03
6.571262160182673142e+02 -2.379717426020493132e-03
6.601185729035740906e+02 -2.038909804610194651e-03
6.631108757856460443e+02 -1.773061614368074464e-03
6.661031263032573406e+02 -2.276240338137469968e-03
6.690953260951828270e+02 -1.860957132156358662e-03
6.720874768001968960e+02 -2.559288831332511352e-03
6.750795800570742813e+02 -1.361441756019806781e-03
6.780716375045893756e+02 -1.013553123121426966e-02
6.810636507815167988e+02 -1.081962344378125740e-03
6.840556215266312847e+02 -1.853747608654014115e-03
6.870475513787071122e+02 -1.553795341006424663e-03
6.900394419765190150e+02 -1.405984036115737234e-03
6.930312949588416132e+02 -1.414475926504643079e-03
6.960231119644494129e+02 -1.071827361626863026e-03
7.020066446006189835e+02 -9.372466304258128544e-03
7.049983635087296534e+02 -1.015983605163306869e-03
7.079900529952240049e+02 -5.822317006666787595e-04
7.109817146988763170e+02 -2.541810765797911445e-03
7.139733502584614371e+02 -1.876991917976220808e-03
7.169649613127535304e+02 -2.036057502067281817e-03
7.289311932524852864e+02 2.308581932069856957e-01
7.319227063619320006e+02 3.914026295145325296e-01
7.349142047987331807e+02 4.979371056246018612e-01
7.379056902016634467e+02 5.299491547078596376e-01
7.408971642094975323e+02 5.302856921326086770e-01
7.438886284610100574e+02 5.186201530800225168e-01
7.468800845949753011e+02 5.164138118162461266e-01
7.498715342501679970e+02 5.434270083544598950e-01
7.528629790653627651e+02 5.733558452825671115e-01
7.558544206793339981e+02 6.141388570112349399e-01
7.588458607308565433e+02 6.685009864229609633e-01
7.618373008587046797e+02 7.175071409176482229e-01
7.648287427016531410e+02 7.724286227822789730e-01
7.678201878984764335e+02 8.332604237168164119e-01
7.708116380879491771e+02 8.799976281206782769e-01
7.738030949088459920e+02 9.208490394980471949e-01
7.757974039495061334e+02 9.569810241387209926e-01
7.767945599999411570e+02 9.511146613602483590e-01
7.797860350000096332e+02 9.815145647377518934e-01
7.827775215478256996e+02 9.908535018343689327e-01
7.857690212821642035e+02 9.947634787784922494e-01
7.887605358417994239e+02 1.005007152435251516e+00
7.917520668655059808e+02 1.002322153289873841e+00
7.947436159920586078e+02 1.013395035912797226e+00
7.977351848602318114e+02 1.021424072641379244e+00
8.007267751087999841e+02 1.029047301258281255e+00
8.067100263022200579e+02 1.003838120749525276e+00
8.097016905246211991e+02 9.964663720806086200e-01
8.126933826825155620e+02 9.897526791983204397e-01
8.156851044146778804e+02 9.816645428179109345e-01
8.186768573598827743e+02 9.805680255847790683e-01
8.216686431569047500e+02 9.712774493799116726e-01
8.246604634445182000e+02 9.673939732870413533e-01
8.276523198614980856e+02 9.572239618280276030e-01
8.306442140466187993e+02 9.511615892402707217e-01
8.336361476386548475e+02 9.404517214575505157e-01
8.366281222763808501e+02 9.352019713147768920e-01
8.396201395985711997e+02 9.344540359872712809e-01
8.426122012440007438e+02 9.201041146240949153e-01
8.456043088514439887e+02 9.041097315699795356e-01
8.485964640596752133e+02 8.895201125810425768e-01
8.505912614526500874e+02 8.853581069324438779e-01
8.515886685074694924e+02 8.710145833598530452e-01
8.545809238336011049e+02 8.628385864396150851e-01
8.575732316768444434e+02 8.528394152202132261e-01
8.605655936759743554e+02 8.359612011304859980e-01
8.635580114697653471e+02 8.321485912844490684e-01
8.665504866969919249e+02 8.209420986685300736e-01
8.695430209964287087e+02 7.925509725479482626e-01
8.725356160068504323e+02 7.571969451279463303e-01
8.755282733670313746e+02 6.953485404754959909e-01
8.785209947157460419e+02 6.101022958471247204e-01
8.815137816917692817e+02 5.242248006764780310e-01
8.845066359338754864e+02 4.220001537867956176e-01
8.874995590808396173e+02 3.423366168681680755e-01
8.904925527714357258e+02 2.592151407602240054e-01
8.934856186444385457e+02 1.924194857695383232e-01
8.964787583386225833e+02 1.430346787609458326e-01
8.994719734927625723e+02 1.071491004426982641e-01
9.024652657456330189e+02 7.991562567299093089e-02
9.054586367360085433e+02 6.022577909819060160e-02
9.084520881026636516e+02 7.014054826453436364e-02
9.114456214843728503e+02 8.038671704169098042e-02
9.144392385199108730e+02 8.899596703320167279e-02
9.174329408480521124e+02 9.419307700176615672e-02
9.204267301075713021e+02 1.022836425487090584e-01
9.234206079372428349e+02 1.042531611864519620e-01
9.264145759758413305e+02 1.080515267148114689e-01
9.294086358621414092e+02 1.120043859164199657e-01
9.324027892349175772e+02 1.374410197061844419e-01
9.353970377329446819e+02 3.294237635723399338e-01
9.383913829949970022e+02 -9.486553912247221998e-01
9.413858266598490445e+02 -1.932961871656970199e-01
9.443803703662754288e+02 -2.382451814527963840e-01
9.473750157530510023e+02 -3.249143763791110251e-01
9.503697644589499305e+02 -3.092320710611198287e-01
9.533646181227471743e+02 -5.158176531019864619e-01
9.563595783832170127e+02 6.293607433194720713e+00
9.593546468791341795e+02 6.514364303635503672e-01
9.623498252492729534e+02 3.962541597008780170e-01
9.653451151324082957e+02 3.460407267719483038e-01
9.683405181673145989e+02 2.801405991372128979e-01
9.713360359927664831e+02 2.413264972484924775e-01
9.743316702475383408e+02 2.608684578204545357e-01
9.773274225704050195e+02 2.812045470431068783e-01
9.803232946001407981e+02 3.036340422357435287e-01
9.833192879755204103e+02 3.107066724002429670e-01
9.863154043353184761e+02 2.991211713386862092e-01
9.893116453183093881e+02 2.825598406165739096e-01
9.923080125632679938e+02 2.865046131804562801e-01
9.953045077089684582e+02 3.094231236201333002e-01
9.983011323941856290e+02 3.009504863886149906e-01
